"COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"67","2018","2018030836","02","","N","4","4","","","25","KENSINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030836","01","","E","3","4","","","25","CLEMENTINE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030837","2 ","0","N","3","2","0611","0180","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030837","02","0","S","4","2","0611","0181","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030837","2 ","0","W","5","2","4002","0110","35","GODFREY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030838","01","","W","4","4","","","25","TULPEHOCKEN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030838","02","","S","3","4","","","25","FORREST AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030840","02","","N","3","4","","","25","5TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030841","02","","N","3","4","","","25","34TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030842","2 ","1773","E","3","2","1024","0020","25","KEYSTONE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030842","2 ","","E","5","4","","","25","KEYSTONE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030842","2 ","698","S","4","2","1008","0010","25","LEVICK ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030843","2 ","526","N","3","2","0291","0180","25","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030843","2 ","526","S","4","2","0291","0181","25","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030843","01","","W","5","4","","","25","SPRUCE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030844","03","","N","4","4","","","25","5TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030844","05","","W","5","4","","","35","CALLOWHILL ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030844","02","0","N","3","2","2003","0074","25","FIFTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030845","2 ","1893","E","3","2","3019","0060","35","ESSINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030846","02","","N","4","4","","","25","70TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030846","2 ","2243","E","3","2","3021","0010","25","ELMWOOD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030847","2 ","2664","S","3","2","1005","0141","30","CASTOR AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030848","01","","N","3","4","","","25","RINGGOLD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030848","02","","W","4","4","","","25","TASKER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030849","02","","N","3","4","","","25","N 9TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030850","02","","S","3","4","","","25","FOX ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030851","02","468","N","3","2","1013","0050","30","ACADEMY RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030852","3 ","0","S","3","2","0001","0381","45","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030852","02","","S","4","4","","","25","SOUTHAMPTON RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030853","3 ","2536","N","3","2","6001","0310","45","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030854","2 ","177","E","3","2","1018","0040","45","GRANT AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030855","02","","E","5","4","","","30","RED LION RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030855","2 ","1003","N","3","2","1013","0070","30","ACADEMY RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030855","2 ","1008","S","4","2","1013","0071","35","ACADEMY RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030856","2 ","1246","S","3","2","0013","0280","30","FRANKFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030856","2 ","1602","W","4","2","1016","0060","25","LINDEN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030858","1 ","580","S","4","2","8041","0260","20","RAMP N RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030858","3 ","1495","S","3","2","0001","0121","50","ROOSEVELT BOULEVARD EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030859","02","1122","S","4","2","3007","0131","35","KELLY DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030859","02","1134","N","3","2","3007","0130","35","KELLY DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030859","02","","E","5","4","","","25","MIDVALE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030864","02","","E","6","4","","","25","GRAVERS LN","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030864","2 ","0","N","3","2","4002","0030","40","STENTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030864","2 ","0","S","4","2","4002","0031","40","STENTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030865","02","","S","3","4","","","25","SUMMERDALE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030866","2 ","1039","N","3","2","0611","0090","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030867","02","","S","3","4","","","25","70TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030867","02","","E","4","4","","","25","LINDBERGH BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030868","02","","E","3","4","","","25","WOODLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030869","02","","N","6","4","","","25","HARBISON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030869","2 ","0","N","3","2","1009","0090","25","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030869","02","","E","5","4","","","25","KNORR ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030869","2 ","0","S","4","2","1009","0091","25","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030872","02","","S","4","4","","","25","LEXINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030872","02","2156","W","3","2","1014","0050","35","RHAWN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030873","2 ","0","S","3","2","1004","0110","25","TORRESDALE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030873","02","","W","4","4","","","25","WAKELING ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030874","02","0","S","4","2","0001","0081","35","CITY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030874","02","","E","5","4","","","25","PRESIDENTIAL BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030874","02","0","N","3","2","0001","0080","35","CITY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030876","2 ","648","N","3","2","1001","0010","35","RISING SUN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030877","2 ","2972","E","3","2","4004","0090","25","OLNEY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030878","2 ","2034","N","3","2","1004","0120","30","TORRESDALE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030879","2 ","1759","S","3","2","2007","0151","30","FRANKFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030880","2 ","2632","N","3","2","2001","0160","25","RICHMOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030881","01","","N","4","4","","","25","ARBOR ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030881","02","","E","3","4","","","25","TIOGA ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030882","02","","S","4","4","","","25","G ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030882","02","","W","3","4","","","25","E LUZERNE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030883","01","","S","3","4","","","25","28TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030883","01","","E","4","4","","","25","BROWN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030885","4 ","1415","S","4","2","0611","0005","35","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030885","4 ","1423","N","3","2","0611","0004","35","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030885","02","","W","5","4","","","25","GEARY ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030886","03","","E","4","4","","","35","PATTISON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030886","02","","N","3","4","","","25","20TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030887","03","0","S","3","2","6001","0261","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030887","02","","E","4","4","","","25","TYSON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030888","3 ","516","S","3","2","6001","0261","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030889","2 ","306","N","3","2","4002","0080","35","STENTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030890","02","","W","4","4","","","25","HIGHLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030890","2 ","2000","S","3","2","4007","0110","30","GERMANTOWN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030891","2 ","1099","E","3","2","2002","0020","25","SNYDER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030891","01","","N","4","4","","","25","BEECHWOOD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030892","01","","S","4","4","","","25","19TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030892","02","0","E","3","2","2002","0030","25","SNYDER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030893","01","","N","3","4","","","25","PERKIOMEN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030894","2 ","1551","N","3","2","3023","0010","25","SIXTYFIFTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030894","02","","W","4","4","","","25","CHESTER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030895","2 ","303","N","3","2","3013","0040","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030896","02","","W","3","4","","","25","LOMBARD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030897","02","","W","3","4","","","25","ALGON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030898","2 ","863","S","3","2","1007","0101","35","STATE RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030900","02","","W","6","4","","","25","WOODLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030900","02","0","N","5","2","3015","0010","25","COBBS CREEK PY","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030900","2 ","2386","N","3","2","3013","0040","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030900","2 ","2385","S","4","2","3013","0041","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030901","2 ","0","N","5","2","1005","0150","30","CASTOR AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030901","2 ","0","S","6","2","1005","0151","30","CASTOR AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030901","2 ","1887","W","4","2","0073","0031","30","COTTMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030901","2 ","1890","E","3","2","0073","0030","30","COTTMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030902","2 ","1101","N","3","2","1009","0090","25","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030902","02","","W","5","4","","","25","TYSON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030902","2 ","1103","S","4","2","1009","0091","25","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030903","2 ","300","S","3","2","3003","0011","40","TWENTYSIXTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030904","02","","N","3","4","","","25","OLD YORK RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030905","2 ","1111","S","3","2","0611","0171","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030906","01","","W","4","4","","","35","LOUDON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030906","01","","S","3","4","","","35","FAIRHILL ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030907","01","","E","3","4","","","25","RUSCOMB ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030908","02","","W","3","4","","","15","SHAWMONT AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030909","2 ","1000","W","3","2","4013","0010","25","WALNUT LN","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030910","02","","W","4","4","","","25","MANHEIM ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030910","2 ","0","S","3","2","4007","0030","25","WAYNE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030911","01","","E","3","4","","","25","PACIFIC ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030911","02","","S","4","4","","","25","17TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030912","02","0","W","4","2","0013","0091","25","GIRARD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030912","2 ","0","E","3","2","0013","0090","25","GIRARD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030912","02","1100","E","5","2","0030","0070","25","GIRARD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030912","02","","N","7","4","","","25","LANSDOWNE DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030912","02","1106","W","6","2","0030","0071","25","GIRARD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030912","02","","N","8","4","","","25","THIRTYFOURTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030913","01","","N","4","4","","","25","PRESTON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030913","2 ","821","W","3","2","3018","0090","45","HAVERFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030914","02","1309","E","3","2","2010","0040","25","CECIL B MOORE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030915","2 ","1494","E","3","2","1004","0040","30","ERIE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030915","02","","S","4","4","","","25","2ND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030916","02","","S","3","4","","","25","FOX ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030916","01","","W","4","4","","","25","HILTON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030917","01","","S","5","4","","","25","CARLISLE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030917","2 ","1166","N","3","2","0013","0170","30","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030917","2 ","1159","S","4","2","0013","0171","30","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030918","01","","W","3","4","","","25","FITZWATER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030918","02","","W","4","4","","","25","GRAYS FERRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030919","02","","W","5","4","","","25","JEFFERSON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030919","2 ","904","N","3","2","3017","0060","35","FIFTYSECOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030919","2 ","899","S","4","2","3017","0061","35","FIFTYSECOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030920","01","","S","3","4","","","25","CROSKEY ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030921","01","","S","4","4","","","25","10TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030921","02","","W","3","4","","","25","WASHINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030922","02","326","S","3","2","3003","0021","40","TWENTYSIXTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030923","01","1200","N","4","2","8037","0750","20","RAMP F RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030923","03","377","N","3","2","0001","0100","50","ROOSEVELT BOULEVARD EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030924","02","","S","3","4","","","25","57TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030924","01","","W","4","4","","","25","SANSOM ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030925","2 ","0","S","4","2","0013","0071","25","THIRTYEIGHTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030925","2 ","0","N","3","2","0013","0070","25","THIRTYEIGHTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030925","2 ","0","W","6","2","3010","0055","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030925","4 ","0","E","5","2","3010","0054","30","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030926","01","","S","3","4","","","25","SIXTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030926","02","","W","4","4","","","25","WASHINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030927","01","","E","3","4","","","25","SANSOM ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030927","02","","N","4","4","","","25","56TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030928","01","2137","E","3","2","3019","0090","35","PASSYUNK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030929","01","","E","3","4","","","25","DUDLEY ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030929","01","","N","4","4","","","25","26TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030930","3 ","2038","S","3","2","0611","0071","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030931","01","","E","4","4","","","25","WOLF ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030931","01","","S","3","4","","","25","15TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030932","02","","E","3","4","","","25","BORBECK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018030933","3 ","1611","S","3","2","6001","0361","45","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
